STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/23/1995,,,,,,,,,0.15,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/24/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/25/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/26/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/27/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/28/1995,,,,,,,,,0.03,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/29/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/30/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,3/31/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/1/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/2/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/3/1995,,,,,,,,,0,"T,,0,0800",0,"T,,0,",0,"T,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/4/1995,,,,,,,,,0.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/5/1995,,,,,,,,,0.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/6/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/7/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/8/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/9/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/10/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/11/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/12/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/13/1995,,,,,,,,,0.56,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/14/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/15/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/16/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/17/1995,,,,,,,,,0.01,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/18/1995,,,,,,,,,0.16,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/19/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/20/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/21/1995,,,,,,,,,0.96,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/22/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/23/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/24/1995,,,,,,,,,0.55,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/25/1995,,,,,,,,,0.11,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/26/1995,,,,,,,,,0.04,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/27/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/28/1995,,,,,,,,,0.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/29/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,4/30/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/1/1995,,,,,,,,,0.21,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/2/1995,,,,,,,,,0.6,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/3/1995,,,,,,,,,0.05,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/4/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/5/1995,,,,,,,,,0.17,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/6/1995,,,,,,,,,0.09,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/7/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/8/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/9/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/10/1995,,,,,,,,,0.71,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/11/1995,,,,,,,,,0.41,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/12/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/13/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/14/1995,,,,,,,,,1.47,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/15/1995,,,,,,,,,0.04,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/16/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/17/1995,,,,,,,,,0.01,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/18/1995,,,,,,,,,0.22,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/19/1995,,,,,,,,,1.85,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/20/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/21/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/22/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/23/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/24/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/25/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/26/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/27/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/28/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/29/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/30/1995,4,",,0",,,0.14,",,0",,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,5/31/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/1/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/2/1995,,,,,,,,,0.16,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/3/1995,,,,,,,,,0.55,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/4/1995,,,,,,,,,0.37,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/5/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/6/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/7/1995,,,,,,,,,0.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/8/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/9/1995,,,,,,,,,0.09,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/10/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/11/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/12/1995,2,",,0",,,0.95,",,0",,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/13/1995,,,,,,,,,0.16,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/14/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/15/1995,,,,,,,,,0.03,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/16/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/17/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/18/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/19/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/20/1995,,,,,,,,,0.18,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/21/1995,,,,,,,,,0.63,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/22/1995,,,,,,,,,0.01,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/23/1995,,,,,,,,,0.02,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/24/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/25/1995,,,,,,,,,0.31,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/26/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/27/1995,,,,,,,,,0.08,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/28/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/29/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,6/30/1995,,,,,,,,,0.45,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/1/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/2/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/3/1995,3,",,0",,,0.26,",,0",,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/4/1995,,,,,,,,,0.01,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/5/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/6/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/7/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/8/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/9/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/10/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/11/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/12/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/13/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/14/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/15/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/16/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/17/1995,3,",,0",,,0.03,",,0",,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/18/1995,,,,,,,,,0.01,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/19/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/20/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/21/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/22/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/23/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/24/1995,3,",,0",,,0.68,",,0",,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/25/1995,,,,,,,,,0.08,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/26/1995,,,,,,,,,0.16,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/27/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/28/1995,,,,,,,,,0,"T,,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/29/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/30/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,7/31/1995,3,",,0",,,0.16,",,0",,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/1/1995,,,,,,,,,0.7,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/2/1995,,,,,,,,,0.31,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/3/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/4/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/5/1995,,,,,,,,,0,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/6/1995,,,,,,,,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/7/1995,2,",,0",,,0.79,",,0",,,,,0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/8/1995,,,,,,,,,0.11,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/9/1995,,,,,,,,,0.05,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
USC00446173,"NORTH FORK LAKE, VA US",37.1244,-82.6339,510.5,8/10/1995,,,,,,,,,0.72,",,0,0800",0,"P,,0,",0,"P,,0,",,,,,,,,,,,,,,,,
