STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/13/2000,,,,,,,0.1,",,0,1700",0,",,0,",0,"P,,0,",47,",,0",33,",,0",44,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/14/2000,,,,,,,0.06,",,0,1700",0,",,0,",0,"P,,0,",67,",,0",43,",,0",58,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/15/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",65,",,0",50,",,0",64,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/16/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",71,",,0",54,",,0",69,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/17/2000,,,,,,,0.26,",,0,1700",0,",,0,",0,"P,,0,",69,",,0",48,",,0",50,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/18/2000,,,,,,,0.05,",,0,1700",0,",,0,",0,"P,,0,",53,",,0",44,",,0",45,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/19/2000,,,,,,,0.02,",,0,1700",0,",,0,",0,"P,,0,",67,",,0",44,",,0",65,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/20/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",76,",,0",51,",,0",75,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/21/2000,,,,,,,0.4,",,0,1700",0,",,0,",0,"P,,0,",75,",,0",40,",,0",40,",,0,1700",1,",,0",1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/22/2000,,,,,,,0.05,",,0,1700",0,",,0,",0,"P,,0,",44,",,0",35,",,0",43,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/23/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",62,",,0",31,",,0",61,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/24/2000,,,,,,,0.34,",,0,1700",0,",,0,",0,"P,,0,",61,",,0",46,",,0",47,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/25/2000,,,,,,,0.84,",,0,1700",0,",,0,",0,"P,,0,",48,",,0",44,",,0",46,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/26/2000,,,,,,,0.15,",,0,1700",0,",,0,",0,"P,,0,",58,",,0",36,",,0",56,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/27/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",63,",,0",32,",,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/28/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",62,",,0",43,",,0",54,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/29/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",64,",,0",45,",,0",63,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/30/2000,,,,,,,0,",,0,1700",0,",,0,",0,"P,,0,",69,",,0",40,",,0",68,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/1/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",73,",,0",45,",,0",72,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/2/2000,,,,,,,0.01,",,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",56,",,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/3/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",49,",,0",75,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/4/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",56,",,0",70,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/5/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",77,",,0",55,",,0",75,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/6/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",54,",,0",78,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/7/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",56,",,0",79,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/8/2000,,,,,,,0.03,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",61,",,0",77,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/9/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",61,",,0",78,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/10/2000,,,,,,,0.03,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",61,",,0",67,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/11/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",41,",,0",78,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/12/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",64,",,0",81,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/13/2000,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",61,",,0",63,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/14/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",65,",,0",46,",,0",63,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/15/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",65,",,0",37,",,0",63,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/16/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",71,",,0",38,",,0",67,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/17/2000,,,,,,,0.04,",,0,1700",0,"P,,0,",0,"P,,0,",73,",,0",52,",,0",71,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/18/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",63,",,0",81,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/19/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",65,",,0",69,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/20/2000,,,,,,,0.81,",,0,1700",0,"P,,0,",0,"P,,0,",70,",,0",59,",,0",63,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/21/2000,,,,,,,0.05,",,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",56,",,0",68,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/22/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",69,",,0",53,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/23/2000,,,,,,,0.03,",,0,1700",0,"P,,0,",0,"P,,0,",70,",,0",54,",,0",66,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/24/2000,,,,,,,0.33,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",58,",,0",75,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/25/2000,,,,,,,0.4,",,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",59,",,0",68,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/26/2000,,,,,,,0.11,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",46,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/27/2000,,,,,,,0.04,",,0,1700",0,"P,,0,",0,"P,,0,",77,",,0",60,",,0",75,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/28/2000,,,,,,,0.21,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",62,",,0",65,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/29/2000,,,,,,,0.04,",,0,1700",0,"P,,0,",0,"P,,0,",65,",,0",53,",,0",57,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/30/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",73,",,0",49,",,0",72,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/31/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",52,",,0",78,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/1/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",57,",,0",81,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/2/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",62,",,0",79,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/3/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",62,",,0",66,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/4/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",55,",,0",72,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/5/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",57,",,0",69,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/6/2000,,,,,,,0.15,",,0,1700",0,"P,,0,",0,"P,,0,",71,",,0",47,",,0",49,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/7/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",70,",,0",40,",,0",69,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/8/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",49,",,0",74,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/9/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",56,",,0",79,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/10/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",58,",,0",81,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/11/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",86,",,0",61,",,0",83,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/12/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",84,",,0",59,",,0",80,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/13/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",85,",,0",62,",,0",84,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/14/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",85,",,0",68,",,0",82,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/15/2000,,,,,,,0.05,",,0,1700",0,"P,,0,",0,"P,,0,",85,",,0",65,",,0",81,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/16/2000,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",66,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/17/2000,,,,,,,0.11,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",67,",,0",76,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/18/2000,,,,,,,0.08,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",64,",,0",70,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/19/2000,,,,,,,0.2,",,0,1700",0,"P,,0,",0,"P,,0,",73,",,0",65,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/20/2000,,,,,,,0.01,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",58,",,0",76,",,0,1700",1,",,0",,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/21/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",68,",,0",80,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/22/2000,,,,,,,0.82,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",58,",,0",76,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/23/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",58,",,0",78,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/24/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",84,",,0",58,",,0",83,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/25/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",65,",,0",82,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/26/2000,,,,,,,1.08,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",64,",,0",72,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/27/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",64,",,0",71,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/28/2000,,,,,,,1.15,",,0,1700",0,"P,,0,",0,"P,,0,",71,",,0",65,",,0",69,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/29/2000,,,,,,,0.21,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",56,",,0",72,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,6/30/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",52,",,0",70,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/1/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",77,",,0",56,",,0",74,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/2/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",54,",,0",79,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/3/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",57,",,0",82,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/4/2000,,,,,,,0.65,",,0,1700",0,"P,,0,",0,"P,,0,",82,",,0",66,",,0",74,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/5/2000,,,,,,,2.77,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",67,",,0",70,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/6/2000,,,,,,,0.26,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",66,",,0",78,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/7/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",63,",,0",76,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/8/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",81,",,0",57,",,0",78,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/9/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",62,",,0",82,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/10/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",68,",,0",83,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/11/2000,,,,,,,1.17,",,0,1700",0,"P,,0,",0,"P,,0,",84,",,0",64,",,0",69,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/12/2000,,,,,,,0.33,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",65,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/13/2000,,,,,,,0.62,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",67,",,0",76,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/14/2000,,,,,,,0.06,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",61,",,0",80,",,0,1700",1,",,0",1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/15/2000,,,,,,,0.52,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",60,",,0",75,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/16/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",56,",,0",75,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/17/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",55,",,0",77,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/18/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",77,",,0",57,",,0",77,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/19/2000,,,,,,,0.16,",,0,1700",0,"P,,0,",0,"P,,0,",77,",,0",67,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/20/2000,,,,,,,0.14,",,0,1700",0,"P,,0,",0,"P,,0,",73,",,0",56,",,0",69,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/21/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",57,",,0",75,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/22/2000,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",62,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/23/2000,,,,,,,0.12,",,0,1700",0,"P,,0,",0,"P,,0,",73,",,0",58,",,0",68,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/24/2000,,,,,,,0.15,",,0,1700",0,"P,,0,",0,"P,,0,",68,",,0",60,",,0",67,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/25/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",74,",,0",56,",,0",71,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/26/2000,,,,,,,0.13,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",59,",,0",71,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/27/2000,,,,,,,1.38,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",57,",,0",66,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/28/2000,,,,,,,0.04,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",60,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/29/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",62,",,0",77,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/30/2000,,,,,,,0.11,",,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",63,",,0",74,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,7/31/2000,,,,,,,0.1,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",66,",,0",74,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/1/2000,,,,,,,0.02,",,0,1700",0,"P,,0,",0,"P,,0,",79,",,0",65,",,0",78,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/2/2000,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",66,",,0",73,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/3/2000,,,,,,,0.33,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",66,",,0",68,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/4/2000,,,,,,,0.03,",,0,1700",0,"P,,0,",0,"P,,0,",75,",,0",63,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/5/2000,,,,,,,0.17,",,0,1700",0,"P,,0,",0,"P,,0,",78,",,0",62,",,0",77,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/6/2000,,,,,,,0,"T,,0,1700",0,"P,,0,",0,"P,,0,",80,",,0",61,",,0",79,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/7/2000,,,,,,,0.06,",,0,1700",0,"P,,0,",0,"P,,0,",87,",,0",71,",,0",76,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/8/2000,,,,,,,0.08,",,0,1700",0,"P,,0,",0,"P,,0,",83,",,0",66,",,0",80,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/9/2000,,,,,,,0.61,",,0,1700",0,"P,,0,",0,"P,,0,",84,",,0",65,",,0",84,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/10/2000,,,,,,,0.94,",,0,1700",0,"P,,0,",0,"P,,0,",84,",,0",63,",,0",76,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/11/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",60,",,0",71,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/12/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",56,",,0",71,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/13/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",72,",,0",53,",,0",70,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,8/14/2000,,,,,,,0,",,0,1700",0,"P,,0,",0,"P,,0,",76,",,0",53,",,0",74,",,0,1700",,,,,,,,,,,,
